index	key_guid	english	japanese	korean
356	A85262F241ACDA42A2BF9E9C534D2695	Dreaming.	夢。	꿈.
357	18E6CB3A43A7B73290E7A887024D7712	Drift	偏流制御	편류 제어
358	C094A6F8438D26B5943D5F8231008D2D	Drill Operational ...........YES	ド リ ル の 稼 働......正 常	드 릴 가 동......정 상
359	6798AF23422726B2D5AC03A531E0F467	Due to the subjects critical condition,	対象者が危篤状態にあるため……	대상자가 위독한 상태이므로……
360	E5FABB5E4E09412C6D3F2381D45AB012	During an on-site visit, a personal recording was collected\r\nfrom you.	ご訪問時に あなたの個人記録を収集しております	방문 시 귀하의 개인 기록을 수집하고 있습니다
361	1A18EDCC4C45B30C47D5B8AD79506636	EMERGENCY NOTICE - CONFIDENTIAL\r\n\r\nIf you hear a patient who has been confirmed to be deceased speak,\r\n\r\nDO NOT UNDER ANY CIRCUMSTANCES LISTEN TO WHAT THEY ARE SAYING.	緊急通達 - 機密扱い\r\n \r\n死亡確認済みの患者が発話した場合、\r\n \r\nいかなる理由があっても\r\nその内容に耳を傾けないこと。	긴급 통달 - 기밀 취급\r\n \r\n사망이 확인된 환자가 발화한 경우,\r\n \r\n어떠한 이유가 있어도\r\n그 내용에 귀를 기울이지 말 것.
362	DDAF6CA04096C7FC19426ABC41C2684A	EMERGENCY:\r\n801 641 88	緊急連絡先：\r 801 641 88	긴급 연락처:\r 801 641 88
363	17A37C7843D2DBDE0129ECA00C428D5F	EMOTIONAL CONTROL	感情制御	감정 제어
364	3E59BD184ABF97EE73D39B97DDF1F175	EMPTY	データなし	데이터 없음
365	FE6960924D104E32EA3CAFB16331595F	ENGINE	機関	엔진
366	EE496E754CD1FFA0A6BFB389E616D129	ERROR	エラー	에러
367	EB4E5FCE49DE867ED50096B40CFD71F8	ETA: 0d /0h / 0m 	到達予測：0d /0h / 0m	도달 예측: 0d /0h / 0m
368	55506E674E84131B5BC002B66A59EAA6	ETA: 0d /1h / 14m 	到達予測：0d /1h / 14m	도달 예측: 0d /1h / 14m
369	CA2CAA564D7AEB70B59F86AB5BE17628	ETA: 2d /9h / 54m 	到達予測：2d /9h / 54m	도달 예측: 2d /9h / 54m
370	C32352E643CDCEA30535A7929F07E93D	ETA: 3d /6h / 14m 	到達予測：3d /6h / 14m	도달 예측: 3d /6h / 14m
371	3750D4D049FB4BC6496B109B965C4BF1	EXPLOSIVE SYSTEM STATE	爆破機構の状態	폭파 기구 상태
372	6651766947C371CC571E16B366691DB2	EXTERNAL\r\nINSTUMENT:\r\nCONNECTED	外部計器：\r\n接続済み	외부 계기:\r\n연결됨
373	F73B77DE4ADBC8F389CCC687288B87C4	EXTERNAL CALL	ガイブ ツウワ	외부 통화
374	A24F64374E3F97E6E14E4086159BF9A6	Electricity	電力系統	전력 계통
375	B6C111454A88D89774411093C3499E5A	"Elena Morozova\r\n""The Earth is not a foe - she is a challenge.""\r\nDepth Achieved: 4287 meters\r\nMarch 2, 1955"	エレーナ・モロゾワ\r\n『大地は敵ではなく、試練である』\r\n到達深度：4,287m\r\n1955 年 3 月 2 日	엘레나 모로조바\r\n『대지는 적이 아니라, 시련이다』\r\n도달 심도: 4,287m\r\n1955년 3월 2일
376	97CC04664E40111A435D38BA00333679	Emergency	緊急処置室	응급 처치실
377	D7551F824EF411C5B3FCCB992AE5DB15	Emergency?	緊急事態？	긴급 사태?
378	6AFFFBEA48BF612B4F11699F230BAF3D	Employee ID:\r\nAge:\r\nCivil Status:\r\nCitizenship:\r\nCriminal History:	社員番号：\r\n年齢：\r\n婚姻状況：\r\n市民権：\r\n犯罪歴：	사원 번호:\r\n나이:\r\n혼인 상태:\r\n시민권:\r\n범죄 이력:
379	178961E24437C4FC28FEF884AEC42D07	Engine Fan	機関用フィルター	엔진용 필터
380	5AADD86D49CD82ECEAFCE48E4C73A339	Engine Fan	機関用ファン	엔진용 팬
381	1893CCF1486DB52AECEA26825CE31BB1	Engine Hall	機関ホール	엔진 홀
382	35A7D8664FDECE1F1BE2B4BD4F329655	Engine Room	機関室	엔진실
383	893FD7B1408DD0D16D1DD8938957140E	Engineer	機関士	엔진 기사
384	CCBBCD4140A44DDCB7C29FBD4B6F5CA7	Engineer\r\nBohdan Pluzhnik	機関士\r ボーダン・プルズニク	기관사\r 보흐단 플루즈니크
385	E0EA6EF94CC2614B3FAE15BED6FE2983	Enter the age of the person associated with this record, then press #.	本記録の対象者の年齢を入力し # を押してください	이 기록 대상자의 나이를 입력하고 # 을 누르세요
386	08059698406A501CB27F7A96B37270A9	Enter waypoint data from the LABORATORY into the terminal	研 究 室 の 航 路 点 デ ー タ を 端 末 へ 入 力 し て く だ さ い	연 구 실 의 항 로 점 데 이 터 를 단 말 기 에 입 력 해 주 세 요
387	1F7D00CB4CA84E950A0393955C129F35	Epic	エイゾウ	영상
388	B649C1C445D4A983A1D20A9F8A0B0CC9	Epic	エピック	에픽
389	24BA63E24ACDCB75DDD350830AFC7886	Even if you tried to explain what truly is at stake here for you now, would they understand?	君にとって何が懸かっているノカ、\r説明したところで連中は理解しナイ。	지금 너에게 무엇이 걸려 있는지,\r설명한들 그들은 이해하지 못한다.
390	4DDE0F0C4C1EEE4758AD5C8E67ED5E42	Even stranger, those voices all repeat the same word:	さらに不可解なのは その声が繰り返す言葉……	더욱 불가해한 것은 그 목소리가 반복하는 말……
391	69768EB3449B91AA28E342B6E19E9B4F	Even the dimmest light may pierce the darkness. Your fate is in your hands now. 	最弱の光であってモ、闇を貫くことはデキル。運命は君の手の中にアル。 	가장 미약한 빛이라도, 어둠을 꿰뚫을 수 있다. 운명은 너의 손안에 있다. 
392	414135EF4DB7EB9D8437B8BC56015BC6	Everything feels heavy.\r\nI can’t open my eyes.\r\nIt’s hard to move or say anything.\r\nI hear voices sometimes.\r\nI think one of them is dad.	ゼンブが、おもたい。\n目が、あかない。\nうごけないし、しゃべれない。\nときどき、コエがきこえる。\nひとつは、パパだとおもう。	전부 다, 무거워.\n눈이, 떠지지 않아.\n움직일 수도, 말할 수도 없어.\n가끔, 목소리가 들려.\n하나는, 아빠인 것 같아.
393	1DD7AB8348E73D27B090ABA8699885B6	Everything is on fire.\r\nIt’s really hot. I'm scared. My eyes are stinging, I can't see.\r\nI don’t know where to go.\r\nI keep calling for dad. But he's not here.	ゼンブが、もえてる。\nスゴくあつくて、コワい。目がイタくて、なにもみえない。\nどこにいけばいいの？\nずっとパパをよんでる。でも、いない。	전부가, 불타고 있어.\n너무 뜨겁고, 무서워. 눈이 아파서, 아무것도 안 보여.\n어디로 가야 하는 거야?\n계속 아빠를 부르고 있어. 그런데, 없어.
394	2CB856C141AB4D37F7CB8191DFCAA481	Excitement.	興奮。	흥분.
395	143ED69A468523E27C0636A74012D576	Existing Recording Found\r\n\r\nOverwrite?	既存の記録を検出\r \r 上書きしますか？	기존 기록을 검출\r \r 덮어쓰시겠습니까?
396	5886F633429A7D618B862DAB7442A1D9	Exit	出口	출구
397	9AED2D2E412D0F8B37AB0B94AEFE6531	Exit	閉じる	닫기
398	668D6027459A53B378794194F6E2EECF	Express Telegram\r\n\r\nFrom: Stepan Adamenko\r\nTo: Viktor Kaminskyi\r\n\r\nYou have to go home right now.\r\nAll landlines, electronics out of order.\r\nFires throughout the city.\r\nCan't tell you confidential details.\r\nWe have made a mistake I fear we cannot undo.	速達電報\r\n \r\n差出人：ステパン・アダメンコ\r\n宛先：ビクトル・カミンスキー\r\n \r\n今すぐ家へ帰れ。\r\n電話も電子機器も止まっている。\r\n市内各地で火災も発生中。\r\n詳細は機密扱いで話せない。\r\n取り返しのつかないことになったかもしれない。	속달 전보\r\n \r\n발신인：스테판 아다멘코\r\n수신인：빅토르 카민스키\r\n \r\n지금 당장 집으로 돌아와라.\r\n전화도 전자기기도 멈춰 있다.\r\n시내 곳곳에서 화재도 발생 중.\r\n자세한 건 기밀이라 말할 수 없다.\r\n돌이킬 수 없는 일이 벌어졌는지도 모른다.
399	12076B614C345DC1A9F423AFCDBFCA3B	External temp	外部温度	외부 온도
400	55F8E4FB4DEEE5AD8A705F919D019B38	FAILING	不全	고장
401	97093F0E4B3D36E26FDE4A9157EDD857	"FAMOUS GEOLOGIST MAKES GROUNDBREAKING DISCOVERY\r\nSignal found by Dr. Hrytsenko\r\n\r\nIs something trying to contact us from below?\r\n""The frequency of the Signal seems to change depending on the observer,"" \r\nDr. Hrytsenko says: \r\n""In plain terms, it 'speaks' in different ways depending on who's listening.""\r\n\r\nEver since the Matryoshka Incident, most citizens of the SPRN have\r\nin some way or another experienced-"	著名な地質学者フリツェンコ博士、\r\n未知なる信号を発見\r\n \r\n何かが地下から人類に接触しようとしているのか？\r\n「信号の周波数は、観測者によって変化するようだ」\r\n博士はそう語る。\r\n「つまり、信号は聞き手に応じて“語り口”を変えるということだ」 \r\n \r\n マトリョーシカ事件以来、ネヴリスカ社会主義人民共和国民の多くが、\r\n 何らかの形で...	저명한 지질학자 흐리첸코 박사,\r\n미지의 신호를 발견\r\n \r\n무언가가 지하에서 인류에게 접촉하려는 것인가?\r\n「신호의 주파수는, 관측자에 따라 변하는 듯하다」\r\n박사는 그렇게 말한다.\r\n「즉, 신호는 듣는 이에 따라 '말투'를 바꾼다는 것이다」 \r\n \r\n 마트료시카 사건 이래, 네브리스카 사회주의 인민공화국 국민의 다수가,\r\n 어떤 형태로든...
402	14AB0344422D48BE02459298AEB54377	FATAL ERROR	致命的エラー	치명적 오류
403	24DA9E984F7E6B78934C8AB827D3D8EF	FIRE	発射	발사
404	01C38DBC4C20C9E959C8E1901FA21670	FIRE:	発射：	발사:
405	6090A8BF42CE52D2A527B281538B5F25	FIX\r\nVENT!	通気口\r\n要修理！	통기구\r\n수리 필요!
406	9C2BA1D04EC2419AEFE09391C8B33D3E	FLOW RATE........STABLE\r\nSCRUBBERS........ONLINE\r\n\r\nFAN SYSTEM IN........OK\r\nFAN SYSTEM OUT.......OK\r\nFAN SYSTEM C.........OK	流量........安定\r\n浄化装置........稼働中\r\n \r\n吸気ファン........正常\r\n排気ファン.......正常\r\nファン系統 C.........正常	유량........안정\r\n정화 장치........가동 중\r\n \r\n흡기 팬........정상\r\n배기 팬.......정상\r\n팬 계통 C.........정상
407	23A066494FCA22F1A9EC0D9060C9EF10	FOR TOMORROW	明日が為に	내일을 위하여
408	2DFF9E3B40E573B8A1431386E117307C	FORWARD STRATA DENSITY EXCEEDS CUTTING THRESHOLD.\r\nMECHANICAL DRILLING INEFFECTIVE.\r\n\r\n\r\n\r\nREQUIRED ACTION:\r\nINITIATE TORPEDO SOFTENING PROCEDURE.\r\n	前方の地層密度が掘削限界を超過しているため、\r\n通常の掘削不可。\r\n \r\n \r\n \r\n 必要処置：\r\n 土雷による地層軟化\r\n	전방 지층 밀도가 굴착 한계를 초과하여,\r\n통상 굴착 불가.\r\n \r\n \r\n \r\n 필요 조치:\r\n 어뢰를 이용한 지층 연화\r\n
409	473494BE406F90E87CBDC1A545697DD3	FORWARD STRATA DENSITY EXCEEDS CUTTING THRESHOLD. \r\nMECHANICAL DRILLING INEFFECTIVE.\r\n\r\nREQUIRED ACTION:\r\nINITIATE TORPEDO SOFTENING PROCEDURE.\r\n\r\n> ACCESS TORPEDO ROOM (ENGINE HALL>\r\n> ARM AND DETONATE FORWARD DRILL TORPEDO \r\n> RESUME DRILL OPERATION	前方の地層密度が掘削限界を超過しているため、\r\n通常の掘削不可。\r\n \r\n必要処置：\r\n土雷による地層軟化\r\n \r\n> 土雷室（機関ホール）へ移動\r\n> 前方掘削土雷を装填・起爆\r\n> 掘削運転を再開	전방 지층 밀도가 굴착 한계를 초과하여,\r\n통상 굴착 불가.\r\n \r\n필요 조치：\r\n어뢰에 의한 지층 연화\r\n \r\n> 어뢰실(엔진 홀)로 이동\r\n> 전방 굴착 어뢰를 장전·기폭\r\n> 굴착 운전을 재개
410	2D4810424D1CC09C76977FB7C4961F94	FPS limit..........	FPS セイゲン・・・・・	FPS 제한·····
411	429C75B24A7A185374D1CD81C0D74BED	FREQUENCY METER	周波計	주파수계
412	C7B96A3D46EAF6B1D5205F9E7E693474	FULL SPEED	最大速	최고 속도
413	CE9EF1854DFEEABF0A8075AC29E1EDEE	FUSEBOX RESET PROTOCOL - REV. C	ヒューズボックス再起動手順 - 改訂版C	퓨즈 박스 재기동 절차 - 개정판 C
414	6FC90CFF488C0C0C49E884B0F036B369	FUSEBOX RESET PROTOCOL - REV.C\r\nProperty of Orbis Systems. Unauthorized operation is punishable by law.\r\n\r\nStep 1. Fuse Installation:\r\nInsert the fuses into the sockets. \r\nDo not force insertion, misalignment may cause shorting.\r\n\r\nStep 2. Load Calibration:\r\nRotate the middle selector knob to match the number of fuses installed.\r\n\r\nStep 3. Circuit Activation:\r\nPress and hold the red glowing charge button until the indicator light turns solid green.\r\n\r\nStep 4. Phase Alignment.\r\nFlip switches 1, 3, 6 and 7 into the upright (ON) position.\r\nSwitches may be stiff, apply steady pressure.\r\n\r\nStep 5: Main Breaker Engage:\r\nPull down the breaker lever with a firm motion.	ヒューズボックス再起動手順 — 改訂版C\r\n\r\n手順1. ヒューズの装着\r\nヒューズを挿入する。\r\n無理に押し込まないこと。位置ずれはショートの原因となる。\r\n\r\n手順2. 負荷の校正\\r\r\n中央のセレクターノブを回し、装着したヒューズの本数に合わせる。\r\n\r\n手順3. 回路の起動\r\n表示灯が緑色になるまで\r\n赤く光る通電ボタンを押し続ける。\r\n\r\n手順4. 位相の調整\r\nスイッチ1、3、6、7番を上向き（オン）に切り替える。\r\nスイッチが固着している場合は、一定の力で操作すること。\r\n\r\n手順5. 電力サージに注意\\r\r\n誰も導電部に触れていないことを確認すること。	퓨즈 박스 재기동 절차 — 개정판 C\r\n\r\n절차 1. 퓨즈 장착\r\n퓨즈를 삽입한다.\r\n무리하게 밀어 넣지 말 것. 위치 어긋남은 합선의 원인이 된다.\r\n\r\n절차 2. 부하 보정\\r\r\n중앙 셀렉터 노브를 돌려, 장착한 퓨즈 개수에 맞춘다.\r\n\r\n절차 3. 회로 기동\r\n표시등이 녹색이 될 때까지\r\n붉게 빛나는 통전 버튼을 계속 누른다.\r\n\r\n절차 4. 위상 조정\r\n스위치 1, 3, 6, 7번을 위쪽(켜짐)으로 전환한다.\r\n스위치가 뻑뻑할 경우에는, 일정한 힘으로 조작할 것.\r\n\r\n절차 5. 전력 서지 주의\\r\r\n아무도 도전부에 닿아 있지 않은지 확인할 것.
415	E083936F4403EC5FA56885A2E4C55282	FUSEBOX RESET PROTOCOL — REV. C	ヒューズボックス再起動手順 — 改訂版C	퓨즈 박스 재기동 절차 — 개정판 C
416	C89BA45D41F5C69506A350A6186A3119	Family	家族	가족
417	A4457C3C4597AFCE893C248D074E5E4B	Feb 14 1983	1983年2月14日	1983년 2월 14일
418	725ADF7248B776D5DF3394B7A6820569	Fighting back.	仕返し。	반격.
419	4CF1E1EB4E8A72CFAB7500992C8170C4	Files committed.	ファイル書き込み完了。	파일 기록 완료.
420	5AB4D22547151D6153CFD6A6E1F3A923	Files to commit	対象ファイル	대상 파일
421	13CCD73F44D9A443D580D7813F9928B3	Fulfillment.	満足	만족.
422	C7EEB5B6499CB1820BF06EA619FB73BF	Find Petro.	ペトロを見つける。	페트로를 찾는다.
423	0D7AC1614612EBE0025045A9322B70D2	Find me	ボクを見つけて	날 찾아줘
424	B61FE80749BB389D7298EEB427BE3E8F	Fire Extinguisher	消火器	소화기
425	4D0B60914A114923A7DF25ACF9F24A5C	Fire.	火。	불.
426	137B7F8D46D73FE4CE0089A0C636B8E5	Flashlight	懐中電灯	손전등
427	FAFE63974DEE82F217F970B0D5F0A3D6	Flat-head screwdriver	マイナスドライバー	일자 드라이버
428	408CC2FD4A603339E4D19CA3561EC7C6	"Flip switches 1, 3, 6 and 7 into the upright ""ON"" position. Switches may be stiff, apply steady pressure."	スイッチ 1、3、6、7 番を上向き（オン）に切り替える。\r\nスイッチが固い場合、一定の力で操作すること。	스위치 1, 3, 6, 7번을 위쪽(켜짐)으로 전환한다.\r\n스위치가 뻑뻑할 경우, 일정한 힘으로 조작할 것.
429	4E18CB794444C6E008485F87D9451DFD	Follow it, and I will lead you through the darkness.	光をたどレ 私が闇の中の導き手にナロウ	빛을 따라가라 내가 어둠 속의 인도자가 되리라
430	D26CE764405E5E958DA42094DE80705F	Follow my light,	私の光をたどレ…	내 빛을 따라와…
431	8D66D32444BEB09C5A18D4A13273B874	For Tomorrow.	では、“明日が為に” 。	그럼, “내일을 위하여” .
432	B34825624C8ABF6F293F33A72AF8DE0B	For Tomorrow.	“明日が為に” ……	“내일을 위하여” ……
433	077B871445632B61ED942FB183E84371	For now you will have to divert power yourself by rerouting the fusebox on the REC floor.	ひとまず、余剰電力を操縦系統とデッキに回すこと。	우선은, 잉여 전력을 조종 계통과 데크로 돌릴 것.
434	DB6F8DF741E73AD0CBEB1EB63B31B5F6	For tomorrow, then?	“明日が為に” ですか？	“내일을 위하여” 입니까?
435	EE6775634EEE0768F866E38612298D2D	For tomorrow.	“明日が為に” ね	“내일을 위하여” 말이지
436	A10941174E686506452772ACB6143D47	Forever.	完全ニ	완전히
437	AA8BFA5E4763AB91F822B5A18C198E62	Found in the Geologists dorm. The faint blood on the shell a testament to forsaken dreams.	地質学者の居室で見つけたモノ。外装に付着した淡い血痕ハ、潰えた夢を物語ってイル。 	지질학자의 거주실에서 찾은 것. 외장에 묻은 옅은 핏자국은, 스러진 꿈을 이야기하고 있다. 
438	AF74B17344AF5D4CD1A91FA3568B442F	Found in the Geologists dorm. The teal shell is scratched with frantic, ineligible notes. 	地質学者の居室で見つけたモノ。青緑の外装には、取り乱したような判読不能の走り書きが刻まれてイル。	지질학자의 거주실에서 찾은 것. 청록색 외장에는, 정신이 나간 듯 판독 불가능한 휘갈긴 글씨가 새겨져 있다.
439	E7FC2FA346E7741E94E7B4A0D8BDE4E0	Found in the engine halls. The shell is stained with oily fingerprints. 	機関ホールで見つけたモノ。油の付いた指紋が外装にこびりついてイル。 	엔진 홀에서 찾은 것. 기름 묻은 지문이 외장에 들러붙어 있다. 
440	B3E21EEB4A66B96B17B00BB8995A3D5B	Founder & CEO\r\n	Founder & CEO\r	Founder & CEO\r
441	D45A8CD649DA1A3795B993B3CA11951B	French LQA\r\n	French LQA\r	French LQA\r
442	1607033E4C1741D234D609B9D5ABFE56	French Localization\r\n	French Localization\r	French Localization\r
443	2564F6BD4578E7FDFCE72E8644E3B226	Friends.	友だち。	친구들.
444	CD92F8414073C84E8F1575945A4A9B6C	From a friend	友人より	친구로부터
445	0A09EC854C569458F3D8FE97D3CBDB73	Front Detection:\r\nEnergy per M:\r\nFriction stability:	前方探知：\r\nm毎出力量：\r\n摩擦安定性：	전방 탐지:\r\nm당 출력량:\r\n마찰 안정성:
446	0C9845954289EF4083D73792CFECF4AE	Fuel Pumps	燃料ポンプ	연료 펌프
447	E1CB5F2A4DCB2FC48467259415F1321F	Fullscreen	全画面	전체 화면
448	287D934C4072EB1A7077E9A6B65E9825	Fuse	ヒューズ	퓨즈
449	D1B40B074847A5C54170FCBE72F298AA	GEOLOGICAL WAYPOINT DATA\r\n ALREADY UPLOADED TO SYSTEM\r\n\r\nNO ACTION NEEDED	地質航路点データは\r\n転送済みです\r\n \r\n追加操作は不要	지질 항로점 데이터는\r\n전송 완료되었습니다\r\n \r\n추가 조작 불필요
450	FC6A8E46413EB2FABEE8CBB0A566E5E8	GOOD MORNING	グッドモーニング	좋은 아침
451	4306E6CF42193EC0643C2FBAB8BBAC05	GUIDE OUR NATION THROUGH THE DARK\r\n\r\nENLIST AS A NAVIGATOR	闇を越え、祖国を導こう\r\n\r\n求む、地航行士	어둠을 넘어, 조국을 인도하자\r\n\r\n항해사 모집
452	A762300F41C20D053886B3807B5ADA90	Game saved	保存完了	저장 완료
453	1C8DD4BC43AA5887612CBBA17844595A	Gameplay	ゲーム	게임
454	0598C98142532CC00276E0BA12C4B34B	Gamma..............	ガンマ・・・・・・・・・	감마··············
455	F73DBC364D89022716A5609C4BF511BD	Geologist	地質学者	지질학자
456	75CC1DE049AB4F095EE278A7F0BB92EF	Geologist\r\nYosep Hrytsenko	地質学者\r ヨセフ・フリツェンコ	지질학자\r 요세프 흐리첸코
457	F85889A44235AD926A2E09B10F160282	Geology Lab	地質研究室	지질 연구실
458	90D10CE449877C72ACC91BA667D88BED	Get into the cockpit. Listen to your instincts. 	操縦席に戻レ 直感を信ジロ	조종석으로 돌아가라. 직감을 믿어라.
459	49DF7CBC43868F42CE60D29BC5F4DD13	Get into the pilot seat, Viktor.	ビクトルよ 操縦席に着ケ	빅토르, 조종석에 앉아라.
460	47D158B647A349E811C37C9447AB87E1	Getting the drill moving again must be your absolute top priority. 	再び動き出すことを最優先にしなさい。	다시 움직이게 하는 것을 최우선으로 삼으세요.
461	286A32174676E0CFBA3169BDA296D7D6	Go down the rabbit hole.	“ウサギの穴”に入り込む。	“토끼 굴”로 들어간다.
462	548EF24A4EF0B9839CBD1E98724BAAFC	Goodbye	サヨウナラ…	잘 있어라…
463	198F718A4CBA70619919A684872AD2A0	Grandpa.	おじいちゃん。	할아버지.
464	79721CB14999465D7A09B0983B902A40	Graphics	グラフィック	그래픽
465	B67529BB4C9E2A3B8B20DFBACF3B19DF	Ground Density: 	地 盤 密 度：	지 반 밀 도：
466	78E3E482419EC4A156A49389D4B34455	Ground density	地 形 密 度：	지 형 밀 도：
467	37BFC64E4CF7EB26930ADE87CF173F31	Ground density chart\r\n\r\nGround density — Drill speed\r\n\r\n2.20 g/cm³ → 70 rpm\r\n2.60 g/cm³ → 62 rpm\r\n3.00 g/cm³ → 54 rpm\r\n3.40 g/cm³ → 46 rpm\r\n3.70 g/cm³ → 38 rpm\r\n4.00 g/cm³ → 30 rpm\r\n\r\nExceeding max speed risks overheating or drill collapse.	地盤密度チャート\r\n \r\n地盤密度 — ドリル回転速度\r\n \r\n2.20 g/cm³ → 70 回転\r\n2.60 g/cm³ → 62 回転\r\n3.00 g/cm³ → 54 回転\r\n3.40 g/cm³ → 46 回転\r\n3.70 g/cm³ → 38 回転\r\n4.00 g/cm³ → 30 回転\r\n \r\n最大回転数を超えると、過熱またはドリル破損の危険あり。	지반 밀도 차트\r\n \r\n지반 밀도 — 드릴 회전 속도\r\n \r\n2.20 g/cm³ → 70 회전\r\n2.60 g/cm³ → 62 회전\r\n3.00 g/cm³ → 54 회전\r\n3.40 g/cm³ → 46 회전\r\n3.70 g/cm³ → 38 회전\r\n4.00 g/cm³ → 30 회전\r\n \r\n최대 회전수를 초과하면, 과열 또는 드릴 파손의 위험이 있음.
468	1AD5CC184160C7A5D553F88A6BCF072D	Ground density:	地形密度：	지형 밀도：
469	14592399410BBF6A39B81C8C5C554876	Guess they were all affected.	全員が影響を受けていたのでしょう	모두가 영향을 받았던 것이겠죠
470	3182ADCC4038D2E4053625A392040585	Gun.	銃。	총.
471	8B822755499B41DE2DBF1A8D2AF58FDA	HAVE YOU LOST SOMEONE?\r\n\r\nTo lose a loved one is the deepest wound a person can carry.\r\nThe world is cruel. We learn that far too early.\r\n\r\nBut it does not have to end there.\r\n\r\nThrough revolutionary neuro-archival technology, the Vostok Initiative offers a final chance to preserve what matters most. Using our state-of-the-art memory cassettes, a human consciousness can be transferred moments before biological death.\r\n\r\nA voice.\r\nA memory.\r\nA presence.\r\n\r\nPreserved.\r\n\r\nSo you never truly have to say goodbye.\r\n\r\nAnd perhaps, one day, you may even speak again.	大切な人を失ったことはありますか？\r\n\r\n愛する人との別れは、人が負いうる最も深い傷。\r\nこの世の残酷さを知る瞬間は、あまりにも早く訪れます。\r\n\r\nですが、そこで諦める必要はありません。\r\n\r\n革新的な神経保存技術により、ヴォストーク推進機構は、かけがえのない存在を残すための最後の機会をご提供いたします。\r\n当機構の最先端のメモリーカセットを用いれば、人の意識を死の直前に記録・保存することが可能です。\r\n\r\n声……記憶……その人の存在……すべてを、そのままに。\r\n\r\nもう二度と真に別れを告げる必要はありません。\r\nいつの日か、再び語り合える日さえ訪れるかもしれないのです。	소중한 사람을 잃은 적이 있으십니까?\r\n\r\n사랑하는 이와의 이별은, 사람이 짊어질 수 있는 가장 깊은 상처.\r\n이 세상의 잔혹함을 알게 되는 순간은, 너무도 일찍 찾아옵니다.\r\n\r\n하지만, 거기서 포기할 필요는 없습니다.\r\n\r\n혁신적인 신경 보존 기술을 통해, 보스토크 추진 기구는, 둘도 없는 존재를 남기기 위한 마지막 기회를 제공해 드립니다.\r\n저희 기구의 최첨단 메모리 카세트를 사용하면, 사람의 의식을 죽음 직전에 기록·보존하는 것이 가능합니다.\r\n\r\n목소리…… 기억…… 그 사람의 존재…… 그 모든 것을, 그대로.\r\n\r\n다시는 진정으로 작별을 고할 필요가 없습니다.\r\n언젠가, 다시 이야기를 나눌 수 있는 날조차 찾아올지도 모르는 것입니다.
472	33624D284B383E90030412A80B56F5A1	HEY, DAD	もしもし父さん？	여보세요 아빠?
473	2FD54F4048B607D8822CB2BCD1A125F0	HIDDEN TREASURE TO SAVE DAD	パパをたすける ヒミツのたからもの	아빠를 구하는 비밀의 보물
474	CADB95D44B380E02399FF2A2B32804F8	HOME, BITTER HOME	ほろ苦き我が家	씁쓸한 우리 집
475	C6F915774593D9715F22ECBB7E2226C1	HONOURABLE DEED\r\n\r\nThis is to certify that it appears by the Registers of the Institute of Strata that\r\n\r\nViktor Kaminskyi\r\n\r\nin the Examination for the Degree of Engineering and Boring, in accordance with the Statutes of the State, kept the prescribed residence and passed all the necessary examinations on 28 June 1962.	修了証書\r\nビクトル・カミンスキー殿\r\n貴殿は、国家規定に基づくストラータ学院の工学・掘削学課程を修了し、1962年6月28日付けにて必要試験すべてに合格したことをここに証明する。	수료 증서\r\n빅토르 카민스키 귀하\r\n귀하는, 국가 규정에 따른 스트라타 학원의 공학·굴착학 과정을 수료하고, 1962년 6월 28일자로 필요한 시험을 모두 합격하였음을 이에 증명한다.
476	923B35EE45C95C3A7B08BE9117566494	HURRY	急ゲ	서둘러라
477	575749C8497C9DA024EECB9664A36E11	Hans Haave\r\n	Hans Haave\r	Hans Haave\r
478	08995EFF419708815146658FF1971EBC	Happiness.	幸福。	행복.
479	9C5C9D534493D167471D8AB1AC4A0B1B	He is not truly gone, Viktor.	彼は 真に消えたわけでナイ	그는 진정 사라진 게 아니다.
480	FF5DD3A14B6D10FBBA3DCFB37CA0E285	He is still here, somewhere in this old painful memory of yours. 	彼はまだココにいる この古く痛ましい記憶のドコカに	그는 아직 여기 있다 이 오래되고 가슴 아픈 기억 어딘가에
481	497DBB3148E383598CC4C7A3604AB511	He shouldn't have been able to get out, let alone get hold of any bullets.	脱出できるはずはなく 弾の入手もあり得なかった	탈출할 수 있을 리 없었고 탄환을 손에 넣는 것도 있을 수 없었다
482	EF4EB4774B4869E723FB2BA6958F7A11	He stabbed Hrytsenko multiple times with a screwdriver. Two of the wounds were fatal.	フリツェンコはドライバーで何度も刺され 二か所が致命傷となっています	흐리첸코는 드라이버로 여러 차례 찔렸고 두 군데가 치명상이 되었습니다
483	BA48A8354BA5267555AB09BCA6A08DB9	He was adamant that Viktor wasn't himself. That it would have been wrong to kill him. 	ビクトルが正気ではないと主張していたの だから殺すべきではないと	빅토르가 제정신이 아니라고 주장했어요 그러니 죽여서는 안 된다고
484	A94FC3664EF311A1E58B079F54D2CEF0	He was clearly delirius beyond all human reason at that point.	その時点で 彼は完全に理性を失っていましたが	그 시점에 그는 완전히 이성을 잃은 상태였지만
485	631EB48E448C483F76A8FD93D44FF74E	He was one of those geniuses that felt larger than life.	彼は常人離れした天才だった。	그는 범인을 초월한 천재였다.
486	D3C285E147D527C0B5390FA4E22D9E13	Head of Business Development & Scouting\r\n	Head of Business Development & Scouting\r	사업 개발 및 스카우팅 총괄\r
